# generated from prices.runescape.wiki api v1 latest
# item_id,ge_price
1241,71
1243,257
1245,897
1247,12242
1249,37122
1251,1246
1253,1
1255,56
1257,72
1259,851
1261,18043
1263,36468
1265,90
1267,162
1269,1444
1271,1799
1273,591
1275,18941
1277,63
1279,92
1281,33
1283,324
1285,333
1287,1164
1289,12232
1291,23
1293,51
1295,199
1297,605
1299,541
1301,1688
1303,18740
1305,60058
1307,63
1309,151
1311,383
1313,1168
1315,1406
1317,3629
1319,38277
1321,82
1323,48
1325,133
1327,2796
1329,505
1331,1554
1333,15128
1335,12
1337,49
1339,177
1341,688
1343,1181
1345,2995
1347,25023
1349,103
1351,6
1353,103
1355,243
1357,2100
1359,7675
1361,1443
1363,5025
1365,196
1367,567
1369,855
1371,2135
1373,24711
1375,13
1377,119332
1379,55
1381,2155
1383,1607
1385,731
1387,1572
1389,392
1391,8077
1393,8831
1395,8813
1397,8786
1399,8801
1401,24945
1403,25223
1405,25001
1407,24956
1420,7
1422,58
1424,19
1426,902
1428,157
1430,709
1432,8391
1434,29970
1436,11
1438,160
1440,537
1442,1924
1444,216
1446,1647
1448,3054
1450,131761
1452,110
1454,230
1456,2576
1462,185
1464,15
1470,2701
1472,2357
1474,3107
1476,2678
1478,3201
1511,32
1513,1026
1515,139
1517,17
1519,27
1521,26
1523,297
1539,23
1540,21
1550,21
1552,692
1573,231
1592,75
1595,449
1597,149
1599,137
1601,1779
1603,922
1605,512
1607,312
1609,243
1611,281
1613,3478
1615,11128
1617,2909
1619,1236
1621,585
1623,330
1625,80
1627,99
1629,2760
1631,17125
1635,132
1637,488
1639,670
1641,1092
1643,1952
1645,11709
1654,137
1656,507
1658,702
1660,1182
1662,2074
1664,11413
1673,136
1675,383
1677,583
1679,1072
1681,1987
1683,11649
1692,138
1694,463
1696,653
1698,1084
1700,2025
1702,11557
1704,12347
1712,12268
1714,51
1716,45
1718,484
1720,99
1722,27
1724,101
1725,1368
1727,484
1729,669
1731,2050
1733,29
1734,7
1735,28
1737,29
1739,177
1741,237
1743,266
1745,1999
1747,3604
1749,2515
1751,1889
1753,1751
1755,86
1757,88
1759,59
1761,131
1763,588
1765,180
1767,248
1769,715
1771,563
1773,518
1775,91
1777,89
1779,2
1781,20
1783,12
1785,2634
1787,84
1789,196
1791,209
1793,74
1794,104
1823,109
1831,16
1833,292
1835,302
1837,719
1854,21
1859,865
1861,1750
1865,113
1869,5000
1871,108
1873,59
1875,1000
1877,6
1879,51
1881,47265
1885,932
1887,88
1891,264
1897,356
1905,152
1907,375
1909,147
1911,152
1913,648
1915,213
1917,96
1919,25
1921,35
1923,10
1925,7
1927,50
1929,39
1931,28
1933,133
1935,2
1937,15
1939,2
1941,17
1942,23
1944,32
1947,8
1949,302
1951,117
1953,162
1955,19
1957,22
1959,12844
1961,7901
1963,46
1965,20
1969,116
1971,45
1973,41
1975,54
1978,51
1980,5
1982,17
1985,53
1987,96
1989,16942
1993,4
2003,60
2007,67
2011,417
2015,121
2017,111
2019,47
2021,91
2023,5012
2025,341
2026,251
2028,208
2030,118
2032,1514
2034,35
2036,224
2038,27
2040,38
2048,10325
2054,5801
2064,4000
2074,10708
2080,3650
2084,2140
2092,5573
2102,100
2104,1525
2106,229
2108,334
2110,332
2112,323
2114,179
2116,175
2118,91
2120,67
2122,573
2124,110
2126,50
2128,434
2130,16
2132,26
2134,27
2136,218
2138,24
2140,72
2142,61
2150,236
2152,410
2162,484
2164,273
2165,143
2166,184
2167,102
2169,140
2171,8
2185,449
2187,415
2191,578
2195,8505
2205,3757
2209,1007
2213,6005
2217,3539
2219,44
2221,55
2223,22
2225,525
2227,41
2229,1337
2231,200
2233,580
2235,72
2237,5100
2239,3600
2241,42
2243,565
2253,25896
2255,3493
2259,1249
2277,3471
2281,2410
2283,165
2289,365
2293,235
2297,467
2301,624
2307,213
2309,175
2313,30
2315,317
2317,405
2319,218
2321,439
2323,145
2325,307
2327,45
2337,3316
2341,8962
2343,6328
2347,76
2349,60
2351,179
2353,582
2355,92
2357,104
2359,1083
2361,2048
2363,12418
2366,66337
2368,750760
2370,157
2428,11
2430,83
2432,749
2434,8338
2436,3505
2438,17
2440,4089
2442,3962
2444,2461
2446,191
2448,2259
2450,705
2452,1978
2454,1330
2456,900
2458,529
2460,309
2462,203
2464,2650
2466,188
2468,549
2470,222
2472,42
2474,53115
2476,23055
2481,2075
2483,2299
2485,2043
2487,1613
2489,1825
2491,2381
2493,2186
2495,3343
2497,3754
2499,5053
2501,6018
2503,7309
2505,2274
2507,2811
2509,3861
2520,88
2522,107
2524,2624
2526,150
2550,888
2552,733
2568,1065
2570,1891
2572,12036
2577,23307360
2579,129422
2581,1326848
2583,14958
2585,20321
2587,16541
2589,16828
2591,123718
2593,48683
2595,99000
2597,150979
2599,9578
2601,3710
2603,3593
2605,3762
2607,22835
2609,55500
2611,13005
2613,11228
2615,85829
2617,40819
2619,84080
2621,116178
2623,39203
2625,41180
2627,39192
2629,35811
2631,55807
2633,18652
2635,56730
2637,44283
2639,25000
2641,3265
2643,43778
2645,918
2647,2699
2649,750
2651,40871
2653,41031
2655,39297
2657,676162
2659,55827
2660,50000
2661,67777
2663,42149
2665,91321
2667,83596
2669,43050
2671,40582
2673,46875
2675,50919
2859,495
2861,145
2862,198
2864,90
2865,117
2866,255
2876,1441
2878,65
2890,1289
2894,2799
2896,1669
2898,698
2900,100
2902,1248
2904,1502
2906,1671
2908,587
2910,782
2912,1503
2914,1776
2916,7843
2918,928
2920,2001
2922,989
2924,2087
2926,508
2928,2756
2930,1340
2932,1000
2934,776
2936,1311
2938,910
2940,2269
2942,2108
2955,313
2961,299
2970,367
2972,742
2974,2560
2976,687
2997,1227685
2998,2926
3000,8258
3002,3187
3004,8592
3008,144
3010,112
3012,64
3014,40
3016,3305
3018,2461
3020,1771
3022,870
3024,10688
3026,7900
3028,5715
3030,2835
3032,299
3034,453
3036,291
3038,140
3040,186
3042,112
3044,52
3046,32
3049,2901
3051,8231
3053,9410
3054,28048
3093,3581
3094,4548
3095,237
3096,1832
3097,352
3098,27425
3099,2282
3100,1681
3101,6607
3105,594
3107,3500
3122,33476
3123,4255
3125,899
3138,52
3140,364225
3142,383
3144,515
3157,2807
3159,2281
3162,12
3183,430
3188,392
3190,375
3192,380
3194,2597
3196,8712
3198,6380
3200,3427
3202,37948
3204,149432
3211,197
3216,854
3226,209
3228,175
3239,100
3325,1104
3327,53
3329,5249
3331,60
3333,1325
3335,76
3337,80
3339,2222
3341,500
3343,3663
3345,332
3347,3155
3349,162
3351,1141
3353,787
3355,4778
3357,744
3359,207
3361,1803
3363,632
3365,2113
3367,700
3369,463
3371,3225
3373,2434
3379,28
3381,3
3385,12250
3387,33798
3389,24443
3391,2107
3393,9135
3396,565
3398,2350
3400,372
3402,2611
3404,5204
3406,584
3408,67
3410,150
3412,7254
3414,100
3420,274
3422,70
3424,51
3426,18
3428,13
3430,3122
3432,2398
3434,1451
3436,738
3438,1984
3440,2207
3442,2570
3444,2361
3446,4611
3448,4004
3470,7142
3472,3400
3473,7027
3474,3331
3475,3610
3476,39797
3477,38169
3478,40499
3479,39500
3480,39366
3481,10442701
3483,8582543
3485,1176064
3486,8984674
3488,9767081
3678,5645
3749,40253
3751,38198
3753,37195
3755,37623
3759,1115
3761,2813
3763,981
3765,250660
3767,2411
3769,1072
3771,527
3773,1012
3775,5564
3777,737
3779,481
3781,5456
3783,815
3785,37
3787,5526
3789,2621
3791,367
3793,422
3795,752
3797,1295
3799,149
3801,764
3803,400
3827,1558
3828,1681
3829,9388
3830,13300
3831,12200
3832,14442
3833,13090
3834,5699
3835,2660
3836,3002
3837,3506
3838,3005
3853,728
4012,145
4014,403
4016,2700
4087,161287
4089,13714
4091,71467
4093,47737
4095,5678
4097,4943
4099,93696
4101,71796
4103,48349
4105,5883
4107,102698
4109,8372
4111,71421
4113,47322
4115,11855
4117,9367
4119,547
4121,3901
4123,100
4125,932
4127,570
4129,875
4131,7113
4151,1359995
4153,208224
4156,6259
4161,31
4162,661
4164,2710
4166,466
4168,654
4170,22277
4207,406947
4298,76
4300,480
4302,116
4304,1211
4306,1424
4308,581
4310,3466
4315,994
4317,252
4319,502
4321,784
4323,200
4325,69
4327,300
4329,187
4331,75
4333,189
4335,1565
4337,181
4339,578
4341,1010
4343,1761
4345,31
4347,1818
4349,421
4351,132
4353,104
4355,64
4357,75
4359,303
4361,483
4363,1407
4365,599
4367,392
4369,1205
4371,191
4373,591
4375,339
4377,890
4379,952
4381,734
4383,1286
4385,544
4387,1677
4389,51
4391,749
4393,175
4395,2480
4397,392
4399,217
4401,645
4403,773
4405,54
4407,443
4409,922
4411,117
4413,263
4417,2825
4419,1641
4421,1479
4423,558
4436,1148
4438,90
4440,255
4456,238
4458,103
4460,394
4517,5093
4522,1322
4525,10
4527,7
4529,850
4532,3011
4535,1022
4537,547
4540,52
4542,12
4544,409
4546,391
4548,1484
4551,1025
4580,3107
4582,6385
4585,163209
4587,59567
4591,242
4593,527
4600,835
4608,2550
4627,2092
4668,256
4675,59951
4684,1994
4687,612
4689,5168
4694,103
4695,94
4696,10
4697,96
4698,89
4699,29
4708,348277
4710,239204
4712,2192899
4714,1774235
4716,527081
4718,1880136
4720,920744
4722,862963
4724,138506
4726,99388
4728,239221
4730,221438
4732,72107
4734,102500
4736,1374403
4738,625048
4740,145
4745,130996
4747,98561
4749,325424
4751,336500
4753,120061
4755,96637
4757,174101
4759,314079
4773,162
4778,225
4783,196
4788,1566
4793,236
4798,271
4803,1006
4812,704
4819,3
4820,7
4821,2611
4822,71
4823,147
4824,795
4825,375
4827,866
4830,3057
4832,53277
4834,49000
4842,1000
4844,714
4846,376
4848,130
4850,2000
4860,295320
4866,173985
4872,2133480
4878,1691443
4884,430000
4890,1850759
4896,884851
4902,817301
4908,90566
4914,59885
4920,174100
4926,164252
4932,36078
4938,95080
4944,1263846
4950,532500
4956,75116
4962,93815
4968,248191
4974,260000
4980,76489
4986,96201
4992,167212
4998,232391
5001,77
5003,66
5014,350
5016,800
5018,6500
5024,956
5026,426
5028,624
5030,5535
5032,513
5034,1694
5036,557
5038,1000
5040,169
5042,1482
5044,2056
5046,1951
5048,718
5050,2188
5052,332
5075,4922
5096,8
5097,3
5098,7
5099,8
5100,14
5101,5
5102,5
5103,5
5104,5
5105,9
5106,11
5280,31
5281,71
5282,102
5283,12
5284,26
5285,33
5286,39
5287,40
5288,1716
5289,22872
5290,364
5291,32
5292,29
5293,22
5294,54
5295,23989
5296,643
5297,115
5298,573
5299,1477
5300,50688
5301,3545
5302,205
5303,1225
5304,13352
5305,9
5306,8
5307,9
5308,9
5309,9
5310,5
5311,24
5312,100
5313,113
5314,5417
5315,30688
5316,99938
5318,5
5319,4
5320,9
5321,48
5322,3
5323,20
5324,2
5325,244
5329,260
5331,230
5341,148
5343,349
5345,6846
5350,6
5352,62
5354,3
5370,482
5371,442
5372,6273
5373,32830
5374,102752
5376,2
5386,436
5396,1051
5406,397
5416,307
5418,3
5438,704
5458,893
5478,1000
5496,286
5497,177
5498,224
5499,202
5500,209
5501,2221
5502,24339
5503,1123
5504,103
5516,1450
5521,727
5523,234
5525,105
5527,3
5529,22
5531,30
5533,1
5535,2
5537,25
5539,723
5541,107
5543,63
5547,2129
5549,141453
5574,3731
5575,7985
5576,6374
5616,28
5617,24
5618,128
5619,197
5620,134
5621,485
5622,275
5623,1108
5624,971
5625,652
5626,40
5627,1016
5628,25069
5629,34
5630,63
5631,30
5632,204
5633,189
5634,299
5635,179
5636,155
5637,114
5638,3601
5639,223
5640,783
5641,1049
5642,5000
5643,100
5644,9
5645,22
5646,490
5647,355
5648,33000
5649,11
5650,19
5651,34
5652,427
5653,814
5654,54
5655,262
5656,97
5657,360
5658,49500
5659,2569
5660,787
5661,164
5662,26
5663,614
5664,950
5665,593
5666,809
5667,223
5668,3741
5670,1
5672,1326
5674,401
5676,783
5678,4269
5680,17307
5682,4480
5686,5499
5688,3300
5690,5376
5692,7052
5694,1496
5696,8890
5698,19206
5700,3888
5704,7650
5706,79
5708,245
5710,2865
5712,1722
5714,15371
5716,40800
5718,75
5720,5783
5722,648
5724,1383
5726,53498
5728,18500
5730,38312
5734,8440
5736,500
5739,73500
5741,80000
5743,60750
5745,230391
5747,15248
5749,55000
5751,144
5753,57266
5755,263
5757,39205
5759,92
5761,142500
5763,178
5765,152499
5767,974
5769,165
5777,14269
5785,25110
5793,34150
5801,55555
5809,8063
5817,38357
5825,10395
5833,6999
5841,15476
5849,15704
5857,357860
5865,20211
5873,159589
5881,222222
5889,207133
5897,114070
5905,279945
5913,500000
5921,196544
5929,3194444
5931,435
5933,1650
5935,313
5937,785
5940,3852
5943,2499
5945,2554
5947,1233
5949,514
5952,4153
5954,3147
5956,2288
5958,1023
5968,134
5970,53
5972,1726
5974,2268
5980,82
5982,22
5984,18
5986,55
5988,42
5992,4000
5994,113
5996,175
5998,654
6000,54
6002,25
6004,244
6006,514
6008,830
6010,340
6012,326
6014,19
6016,2231
6018,303
6020,66
6022,108
6024,80
6026,387
6028,227
6030,575
6032,8
6034,87
6036,324
6038,283
6043,132
6045,25
6047,30
6049,72
6051,2785
6055,242
6061,2085
6062,315
6128,18179
6129,38308
6130,39153
6131,45313
6133,4132
6135,62500
6137,101805
6139,30641
6141,23425
6143,5699
6145,392
6147,60832
6149,22500
6151,25600
6153,166203
6155,175
6157,10360
6159,19452
6161,21550
6163,65000
6165,13076
6167,15768
6169,28653
6171,1404
6173,37500
6211,5257
6213,2889
6215,2946
6235,2549
6237,3208
6257,4948
6259,1977
6279,2939
6281,252
6283,15500
6285,510
6287,1100
6289,27
6291,159
6297,243
6299,2399
6305,490
6306,6
6311,901536
6313,455
6315,6624
6317,13523
6319,388
6322,665
6324,641
6326,336
6328,267
6330,251
6332,276
6333,122
6335,577
6337,1308
6339,662
6341,4840
6343,5269
6345,37923
6347,34534
6349,2275
6351,3928
6353,39516
6355,3835
6357,4908
6359,7395
6361,4385
6363,10500
6365,5157
6367,1328
6369,35122
6371,11733
6373,2734
6375,4411
6377,23450
6379,35186
6382,3778
6384,36420
6386,1745
6388,689
6390,11856
6392,779
6394,1061
6396,1262
6398,7920
6400,9855
6402,1
6404,937
6406,5740
6408,3706
6410,1020
6412,1892
6414,50843
6416,1496
6418,6127
6420,1338
6470,13
6472,3
6474,17
6476,2
6522,2417
6523,415858
6524,424199
6525,77505
6526,411241
6527,257416
6528,255947
6562,66365
6563,100561
6568,536424
6571,2223091
6573,2341040
6575,1727500
6577,2010000
6579,2090399
6581,2213490
6583,1130979
6585,2200661
6587,740
6589,1
6591,3
6593,46600
6595,147
6597,5252
6599,2335
6601,810
6603,728
6605,971
6607,26250
6609,1095
6611,625
6613,366
6615,325
6617,5537
6619,742
6621,1328
6623,1759
6625,3043
6627,4264
6629,743
6631,1373
6633,1297
6667,25
6681,86
6685,8353
6687,6163
6689,4004
6691,2062
6693,5082
6697,38
6701,386
6703,430
6705,225
6724,45138
6729,13708
6731,892668
6733,2997755
6735,54673
6737,3031712
6739,85802
6750,137
6752,1000
6760,10013
6762,7118
6764,9087
6794,2547
6809,41437
6812,2053
6814,318
6889,2910470
6891,38972
6908,157533
6910,614142
6912,1650000
6914,2217821
6916,1594116
6918,1304216
6920,382733
6922,798422
6924,1993159
6959,2818
6962,555
6971,3
6973,77
6975,4
6977,436
6979,19
6981,98
6983,199
7051,159
7054,207
7056,227
7058,802
7060,1789
7062,22
7064,170
7066,466
7068,1350
7070,1609
7072,5673
7074,510
7076,33
7078,226
7080,65
7082,1030
7084,15
7086,630
7088,348
7110,494
7112,405
7114,264
7116,331
7122,43
7124,48
7126,409
7128,91
7130,34
7132,257
7134,2
7136,91
7138,404
7158,133610
7159,526
7162,60
7168,1375
7170,1924
7176,1396
7178,92
7186,1961
7188,132
7196,1476
7198,113
7206,4102
7208,530
7216,1376
7218,761
7223,71
7225,191
7319,5462
7321,4182
7323,47777
7325,6508
7327,10750
7329,140
7330,75
7331,50
7332,1430
7334,8427
7336,75530
7338,1567
7340,4750
7342,33300
7344,1843
7346,2963
7348,32846
7350,1495
7352,2869
7354,37980
7356,3564
7358,2904
7360,35250
7362,18785
7364,1555
7366,22748
7368,11750
7370,4686
7372,4398
7374,9235
7376,4986
7378,36319
7380,10071
7382,3851
7384,500
7386,36121
7388,33849
7390,176108
7392,46260
7394,119235
7396,46306
7398,55577
7399,73956
7400,8481
7416,6208
7418,5402
7433,1625
7435,285
7437,2600
7439,1535
7441,1520
7443,1531
7445,17251
7447,8267
7449,34095
7451,34392
7468,1944
7521,275
7566,476
7568,497
7650,2000
7660,1100
7662,341
7664,231
7666,18137
7668,1709
7759,4826
7761,4057
7763,3418
7765,8627
7767,600
7769,1448
7771,6500
7801,750
7919,618
7936,1
7939,3000
7944,235
7946,294
8007,609
8008,487
8009,689
8010,589
8011,801
8012,406
8013,615
8014,426
8015,873
8016,109
8017,750
8018,650
8019,115
8020,250
8021,239
8417,3002
8419,2067
8421,6669
8423,10609
8425,18352
8427,20894
8429,69369
8431,1578
8433,6970
8435,13304
8437,3830
8439,7254
8441,16339
8443,23854
8445,27289
8447,52407
8449,87312
8451,6425
8453,5987
8455,20097
8457,5259
8459,8081
8461,25703
8496,776
8498,1897
8500,50125
8502,454
8504,125
8506,59
8508,50080
8510,138
8512,130
8514,375
8516,9750
8518,4499
8520,17317
8522,10323
8524,10171
8526,7015
8528,102
8530,11
8532,31
8548,2
8550,125
8552,1
8554,3
8556,158
8558,6
8560,733587
8562,1
8564,48
8566,131
8568,1
8570,27
8572,157
8574,383133
8576,1052
8578,24000
8580,598
8582,1656
8584,3576
8586,9062
8588,239423
8590,175
8592,1167
8594,184298
8596,12
8598,273
8600,601
8602,158
8604,387
8606,1624
8608,301557
8610,8
8612,25
8614,15
8616,79
8618,100000
8620,1265
8622,199999
8778,456
8780,916
8782,2055
8784,140802
8786,345473
8788,992167
8790,501
8792,919
8794,313
8837,537
8872,1957
8874,49550
8876,2250
8878,6317
8880,2924
8882,7
8901,824146
8921,856250
8924,1250
8925,15964
8926,538
8927,25966
8928,62338
8940,160000
8941,21534
9003,140
9004,465
9026,3386
9028,1000
9030,174
9032,78
9034,1268
9036,197
9038,199
9040,789
9042,151
9044,4951819
9050,5053944
9052,2044
9075,73
9140,11
9141,92
9142,27
9143,180
9144,164
9145,20
9174,492
9177,519
9179,82
9181,828
9183,1025
9185,9427
9187,16
9188,72
9189,7
9190,60
9191,109
9192,185
9193,623
9194,8248
9236,50
9238,30
9239,5
9240,24
9241,26
9242,181
9243,160
9244,439
9245,8494
9287,287
9288,141
9289,456
9290,334
9291,306
9292,25
9294,431
9295,120
9296,525
9297,558
9298,441
9299,59
9301,513
9302,1085
9303,850
9304,777
9305,1017
9306,141
9336,167
9337,45
9338,94
9339,291
9340,387
9341,808
9342,8540
9375,28
9377,9
9378,90
9379,71
9380,202
9381,173
9382,14
9416,688
9418,1019
9419,1929
9420,37
9423,45
9425,117
9427,524
9429,101
9431,9107
9434,41
9436,38
9438,311
9440,10
9442,15
9444,5
9446,45
9448,27
9450,1
9452,74
9454,154
9457,75
9459,97
9461,486
9463,882
9465,9253
9469,189569
9470,980967
9472,25283
9475,68737
9629,2025
9634,1036
9636,1626
9638,2195
9640,484
9642,17500
9644,630
9666,26759
9668,24313
9670,26421
9672,5444
9674,6758
9676,8844
9678,6730
9729,149
9731,59718
9733,2308
9735,38
9736,70
9739,292
9741,246
9743,119
9745,149
9843,29488
9844,60
9845,13490
9846,108000
9847,310000
9848,862499
9849,16
9850,397
9851,3044
9852,249510
9853,95000
9854,247750
9855,20
9856,24539
9857,267045
9858,324999
9859,504
9860,261
9861,17266
9862,36
9863,49159
9864,100000
9865,37548
9866,65000
9867,4400
9978,41
9980,58
9986,25
9988,12
9994,610
9996,3813
9998,1213
10000,630
10002,950
10004,645
10006,5
10008,54
10010,15
10012,1
10014,151
10016,2021
10018,46
10020,84
10025,581
10029,3
10031,3
10033,738
10034,1026
10035,624
10037,529
10039,1142
10041,3028
10043,242
10045,498
10047,732
10049,621
10051,1067
10053,2181
10055,15563
10057,2107
10059,3648
10061,5339
10063,5200
10065,12750
10067,10974
10069,1749
10071,679
10075,1345
10077,3
10079,2036
10081,2062
10083,1600
10085,2704
10087,24
10088,12
10089,23
10090,2
10091,1
10093,14
10095,271
10097,39
10099,703
10101,42
10103,211
10105,1322
10107,141
10109,552
10111,193
10113,130
10115,103
10117,3209
10119,27
10121,1550
10123,503
10125,140
10127,177
10129,449
10132,14191
10134,3149
10136,100
10138,492
10142,20
10143,2
10144,1
10145,4
10146,89
10147,51
10148,216
10149,2058
10150,53
10156,6020
10158,158
10159,14
10280,2617
10282,808
10284,1049
10286,68890
10288,20889
10290,21568
10292,21579
10294,21552
10296,2070
10298,1831
10300,2003
10302,1955
10304,125959
10306,5555
10308,8735
10310,5062
10312,5609
10314,27909
10316,6111
10318,55636
10320,13444
10322,32500
10324,7451
10326,73
10327,64
10330,40316733
10332,18575000
10334,12433459
10336,9994499
10338,191962723
10340,44821013
10342,20423085
10344,60811827
10346,121077000
10348,225937482
10350,52000000
10352,109600936
10354,63651
10362,63726
10364,19474
10366,10554
10368,125062
10370,115864
10372,228584
10374,72075
10376,19382
10378,110055
10380,174705
10382,83300
10384,54247
10386,107824
10388,204164
10390,64501
10392,18500
10394,3071266
10396,2761
10398,18717
10400,3917
10402,877
10404,47443
10406,50000
10408,19140
10410,17519
10412,22083
10414,5171
10416,1602
10418,12900
10420,2488
10422,2272
10424,119868
10426,35837
10428,178690
10430,77635
10432,168036
10434,63163
10436,1813
10438,1112
10440,3297
10442,5120
10444,2666
10446,19081
10448,7988
10450,13855
10452,9033
10454,6152
10456,9357
10458,55705
10460,85750
10462,61605
10464,54149
10466,37191
10468,58464
10470,850
10472,2903
10474,4774
10476,5797
10496,1007
10564,79868
10589,31001
10808,1661
10810,670
10812,813
10814,198
10816,221
10818,428
10820,953
10822,1016
10824,694
10826,1870
10828,50900
10891,1226
10925,18563
10927,13502
10929,9807
10931,5092
10937,205
10952,1178
10954,2743
10956,358
10958,125
10973,750
10978,100
10981,1177
10999,565
11037,320020
11061,1863
11065,680
11069,219
11072,484
11074,533
11076,676
11079,875
11085,1168
11088,1016
11090,2284
11092,1976
11095,2182
11105,11986
11113,11900
11115,11504
11118,12204
11126,12063
11128,2229414
11130,2296617
11133,2226566
11200,35332
11205,333
11212,2408
11227,2903
11228,3049
11229,3697
11230,1454
11231,1580
11232,1747
11233,1550
11234,2339
11235,1185376
11237,2437
11238,1274
11240,1260
11242,1879
11244,1657
11246,2139
11248,3381
11250,4128
11252,23145
11254,39578
11256,374861
11260,630
11280,112379
11284,3838897
11286,3838500
11324,179
11326,70
11328,4
11330,5
11332,13
11334,7
11335,58325000
11367,25
11369,50
11371,31
11373,231
11375,820
11377,12150
11379,4030
11382,49750
11384,1812
11386,2968
11389,1
11391,2687
11393,655
11396,2501
11398,1271
11400,3891
11403,500
11405,7209
11407,3549
11410,1376
11412,2015
11414,19497
11417,13413
11419,14544
11429,156
11431,202
11433,247
11435,2556
11437,283
11439,379
11441,128
11443,7
11445,304
11447,220
11449,94
11451,122
11453,17
11455,223
11457,50053
11459,164
11461,547
11463,480
11465,4445
11467,2159
11469,5000
11471,3875
11473,300
11475,5576
11477,199
11479,17536
11481,701
11483,1019
11485,716
11487,290
11489,2552
11491,682
11493,2622
11495,1111
11497,2795
11499,726
11501,649
11503,84998
11505,66
11507,209
11509,697
11511,795
11513,153
11515,36
11517,784
11519,49500
11521,495
11523,243
11785,31517470
11787,53337
